1,10,30,70,149
0.33796296296296297,0.3402777777777778,0.31712962962962965,0.30787037037037035,0.3587962962962963
0.08333333333333333,0.09418402777777778,0.09244791666666667,0.0920138888888889,0.07682291666666667
0.08289930555555555,0.0842013888888889,0.0837673611111111,0.08159722222222222,0.08333333333333333
0.07465277777777778,0.07074652777777778,0.06597222222222222,0.0720486111111111,0.06901041666666667
0.0642361111111111,0.06597222222222222,0.0685763888888889,0.06163194444444445,0.06727430555555555
0.05295138888888889,0.062065972222222224,0.05381944444444445,0.06987847222222222,0.0625
0.04904513888888889,0.04600694444444445,0.052083333333333336,0.05772569444444445,0.0390625
0.04405381944444445,0.040364583333333336,0.042534722222222224,0.046440972222222224,0.04513888888888889
0.03689236111111111,0.0341796875,0.038628472222222224,0.035698784722222224,0.03721788194444445
0.031575520833333336,0.031792534722222224,0.035698784722222224,0.03515625,0.033745659722222224
0.03309461805555555,0.023871527777777776,0.026041666666666668,0.0244140625,0.023328993055555556
0.021918402777777776,0.022243923611111112,0.021050347222222224,0.0224609375,0.020833333333333332
0.017252604166666668,0.016493055555555556,0.016927083333333332,0.014865451388888888,0.014431423611111112
0.012532552083333334,0.013237847222222222,0.012369791666666666,0.012749565972222222,0.0126953125
0.009874131944444444,0.009657118055555556,0.008680555555555556,0.009304470486111112,0.009548611111111112
0.007269965277777778,0.007595486111111111,0.008192274305555556,0.007785373263888889,0.008924696180555556
0.005452473958333333,0.008544921875,0.009792751736111112,0.012668185763888888,0.01318359375
0.0032823350694444445,0.0030653211805555555,0.003634982638888889,0.003879123263888889,0.00390625
0.001003689236111111,0.003689236111111111,0.005208333333333333,0.006618923611111111,0.006618923611111111
0.2546875,0.2546875,0.18125,0.10625,0.0921875
