50,3_72,1_4,0_59
57.175925925925924,41.43518518518518,34.49074074074074,25.694444444444443
50.173611111111114,16.97048611111111,7.161458333333333,3.3854166666666665
50.47743055555556,17.14409722222222,8.246527777777779,4.470486111111111
51.345486111111114,17.79513888888889,8.680555555555555,4.600694444444445
49.30555555555556,15.538194444444445,7.161458333333333,3.4722222222222223
50.30381944444444,15.147569444444445,6.944444444444445,3.732638888888889
49.348958333333336,14.27951388888889,6.380208333333333,2.6041666666666665
49.76128472222222,10.56857638888889,4.1015625,1.5407986111111112
48.697916666666664,7.790798611111111,3.2118055555555554,1.2261284722222223
50.09765625,7.313368055555555,3.146701388888889,1.7578125
50.065104166666664,6.803385416666667,2.712673611111111,1.1176215277777777
50.33637152777778,7.139756944444445,2.267795138888889,1.1176215277777777
50.49913194444444,5.37109375,1.8337673611111112,0.4231770833333333
49.26215277777778,3.3311631944444446,0.6781684027777778,0.2170138888888889
49.61480034722222,1.8473307291666667,0.6293402777777778,0.10850694444444445
50.20073784722222,1.7171223958333333,0.3689236111111111,0.1193576388888889
49.924045138888886,1.708984375,0.6618923611111112,0.07866753472222222
49.527994791666664,0.9412977430555556,0.3255208333333333,0.0705295138888889
50.79481336805556,1.7659505208333333,0.6998697916666666,0.08951822916666667
64.375,54.6875,25.9375,23.90625
